ReportingYear,Sector,License#,TYPEFACILITY,FACILITY_SUBTYPE,Facility Type Group,FacilityLicenseIssueYear,FacilityName,FacilityRegion
2011,Private,PF1178,Pharmacy,Outpatient Pharmacy,Pharmacy,1989,STAR PHARMACY,Abu Dhabi
2011,Private,PF1177,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,AL KAMAL PHARMACY,Abu Dhabi
2011,Private,PF1176,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,PALESTINE PHARMACY,Abu Dhabi
2011,Private,PF1174,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,COUNTRY PHARMACY,Abu Dhabi
2011,Private,PF1173,Pharmacy,Outpatient Pharmacy,Pharmacy,1989,ABU DHABI PHARMACY LLC,Abu Dhabi
2011,Private,PF1172,Pharmacy,Outpatient Pharmacy,Pharmacy,1995,AL AHRAM PHARMACY,Abu Dhabi
2011,Private,PF1170,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,AL MANARA PHARMACY ABU DHABI MALL,Abu Dhabi
2011,Private,PF1169,Pharmacy,Outpatient Pharmacy,Pharmacy,1988,SHAREEF PHARMACY W L L,Abu Dhabi
2011,Private,PF1168,Pharmacy,Outpatient Pharmacy,Pharmacy,1991,AL WIFAQ PHARMACY,Abu Dhabi
2011,Private,PF1166,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,IBN SINA PHARMACY L L C,Abu Dhabi
2011,Private,PF1165,Pharmacy,Outpatient Pharmacy,Pharmacy,1988,ARAFAT PHARMACY W.L.L,Abu Dhabi
2011,Private,PF1164,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,SAD PHARMACY,Abu Dhabi
2011,Private,PF1163,Pharmacy,Outpatient Pharmacy,Pharmacy,1988,AL MULLA PHARMACY,Abu Dhabi
2011,Private,PF1161,Pharmacy,Outpatient Pharmacy,Pharmacy,1988,AL ANWAR PHARMACY,Abu Dhabi
2011,Private,PF1160,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,BASSEM PHARMACY,Abu Dhabi
2011,Private,PF1159,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,AL TAHANI PHARMACY,Abu Dhabi
2011,Private,PF1157,Pharmacy,24 Hr Pharmacy,Pharmacy,1987,SADD MAAREB PHARMACY,Abu Dhabi
2011,Private,PF1156,Pharmacy,Outpatient Pharmacy,Pharmacy,1987,HADI PHARMACY,Abu Dhabi
2011,Private,PF1154,Pharmacy,Outpatient Pharmacy,Pharmacy,1987,AL MUSHRIF PHARMACY W L L,Abu Dhabi
2011,Private,PF1153,Pharmacy,Outpatient Pharmacy,Pharmacy,1987,AL MANARA PHARMACY,Abu Dhabi
2011,Private,PF1152,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,HANI PHARMACY,Abu Dhabi
2011,Private,PF1151,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,BETTER LIFE PHARAMCY L.L.C.,Abu Dhabi
2011,Private,PF1150,Pharmacy,Outpatient Pharmacy,Pharmacy,1986,ARABIAN PHARMACY WLL,Abu Dhabi
2011,Private,PF1149,Pharmacy,24 Hr Pharmacy,Pharmacy,2007,NEW AL WATIHBAH PHARMACY,Abu Dhabi
2011,Private,PF1147,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,AL ATTAR PHARMACY,Abu Dhabi
2011,Private,PF1146,Pharmacy,Outpatient Pharmacy,Pharmacy,1986,AL YARMOUK PHARMACY,Abu Dhabi
2011,Private,PF1144,Pharmacy,Outpatient Pharmacy,Pharmacy,1985,AL NOOR PHARMACY - HAMDAN,Abu Dhabi
2011,Private,PF1138,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,SPECIALIST PHARMACY,Abu Dhabi
2011,Private,PF1137,Pharmacy,Outpatient Pharmacy,Pharmacy,1985,AL AHLIA PHARMACY,Abu Dhabi
2011,Private,PF1135,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,AL ITTIHAD PHARMACY COMPANY L.C.C,Abu Dhabi
2011,Private,PF1127,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,AL BATEEN PHARMACY,Abu Dhabi
2011,Private,PF1124,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,HANAN AL KHALEEJ PHARMACY,Abu Dhabi
2011,Private,PF1111,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,ELITE MODERN PHARMACY,Abu Dhabi
2011,Private,PF1109,Pharmacy,Outpatient Pharmacy,Pharmacy,1988,INTERNATIONAL PHARMACY - LLC,Abu Dhabi
2011,Private,PF1102,Pharmacy,Outpatient Pharmacy,Pharmacy,1983,FIRAS PHARMACY,Abu Dhabi
2011,Private,PF1101,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,FUTURE PHARMACY,Abu Dhabi
2011,Private,PF1099,Pharmacy,24 Hr Pharmacy,Pharmacy,1999,DAR AL SHIFAA PHARMACY L.L.C,Abu Dhabi
2011,Private,PF1096,Pharmacy,Outpatient Pharmacy,Pharmacy,1983,MERMAID PHARMACY W L L,Abu Dhabi
2011,Private,PF1094,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,AL INMA PHARMACY- L L C,Abu Dhabi
2011,Private,PF1085,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,AL SADIQ PHARMACY,Abu Dhabi
2011,Private,PF1080,Pharmacy,Outpatient Pharmacy,Pharmacy,1992,AL WATHBAH PHARMACY,Abu Dhabi
2011,Private,PF1072,Pharmacy,Outpatient Pharmacy,Pharmacy,1986,AMBASSADOR PHARMACY,Abu Dhabi
2011,Private,PF1070,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,AL WAHDA PHARMACY,Abu Dhabi
2011,Private,PF1067,Pharmacy,Outpatient Pharmacy,Pharmacy,1980,DELMA PHARMACY - L.L.C.,Abu Dhabi
2011,Private,PF1064,Pharmacy,Outpatient Pharmacy,Pharmacy,1986,NEW ABU DHABI PHARMACY L.L.C,Abu Dhabi
2011,Private,PF1060,Pharmacy,Outpatient Pharmacy,Pharmacy,1980,AL MAFRAQ PHARMACY,Abu Dhabi
2011,Private,PF1059,Pharmacy,Outpatient Pharmacy,Pharmacy,1983,WAHEEDA PHARMACY,Abu Dhabi
2011,Private,PF1056,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,ALQASER ALAINY PHARMACY- LLC,Abu Dhabi
2011,Private,PF1051,Pharmacy,Outpatient Pharmacy,Pharmacy,1979,YUSRY PHARMACY,Abu Dhabi
2011,Private,PF1049,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,IBN HAYAN PHARMACY,Abu Dhabi
2011,Private,PF1047,Pharmacy,24 Hr Pharmacy,Pharmacy,2001,AL RAZI PHARMACEUTICALS COMPANY - WLL,Abu Dhabi
2011,Private,PF1044,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,MINA PHARMACY,Abu Dhabi
2011,Private,PF1042,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,AL MARWA PHARMACY,Abu Dhabi
2011,Private,PF1035,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,TARGET PHARMACY,Abu Dhabi
2011,Private,PF1034,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,BAIN AL JUSRAIN PHARMACY,Abu Dhabi
2011,Private,PF1033,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,TAHA PHARMACY - L L C,Abu Dhabi
2011,Private,PF1030,Pharmacy,24 Hr Pharmacy,Pharmacy,2000,RIMA PHARMACY,Abu Dhabi
2011,Private,PF1027,Pharmacy,Outpatient Pharmacy,Pharmacy,1986,AL RIDA PHARMACY,Abu Dhabi
2011,Private,PF1025,Pharmacy,Outpatient Pharmacy,Pharmacy,1990,CENTRAL PHARMACY,Abu Dhabi
2011,Private,PF1022,Pharmacy,Outpatient Pharmacy,Pharmacy,1976,NEW PHARMACY COMPANY W L L,Abu Dhabi
2011,Private,PF1020,Pharmacy,Outpatient Pharmacy,Pharmacy,1986,AL QADI PHARMACY & ESTABLISHMENT. L.L.C.,Abu Dhabi
2011,Private,PF1017,Pharmacy,Outpatient Pharmacy,Pharmacy,1976,GIGI PHARMACY,Abu Dhabi
2011,Private,PF1015,Pharmacy,Outpatient Pharmacy,Pharmacy,1975,MODERN PHARMACY,Abu Dhabi
2011,Private,PF1014,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,AL WADI PHARMACY,Abu Dhabi
2011,Private,PF1012,Pharmacy,Outpatient Pharmacy,Pharmacy,1975,CITY PHARMACY COMPANY- WLL,Abu Dhabi
2011,Private,PF1005,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,TALAT PHARMACY,Abu Dhabi
2011,Private,PF1712,Pharmacy,Inpatient Pharmacy,Pharmacy,2011,AL AIN CROMWELL HOSPITAL INPATIENT PHARMACY,Al Ain
2011,Private,PF1707,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,AL NOOR PHARMACY - MID TOWN - AL-YAHAR BRANCH,Al Ain
2011,Private,PF1700,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,LULU ALFOAH PHARMACY.LLC,Al Ain
2011,Private,PF1681,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,SAMA AL AIN PHARMACY,Al Ain
2011,Public,PF1677,Pharmacy,24 Hr Pharmacy,Pharmacy,2011,WEST POLYCLINIC ALAIN HOSPITAL PHARMACY,Al Ain
2011,Private,PF1671,Pharmacy,24 Hr Pharmacy,Pharmacy,2011,AL AIN CROMWELL HOSPITAL  PHARMACY,Al Ain
2011,Private,PF1652,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,PHARMACY THE SPECIALIST DIABETES TREATMENT AND RESEARCH CENTRE (IMPERIAL COLLEGE DIABETES CENTRE) L.L.C,Al Ain
2011,Private,PF1650,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,AL HAYER PHARMACY EST,Al Ain
2011,Private,PF1644,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,WE CARE PHARMACY,Al Ain
2011,Private,PF1636,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,ALHAMMASA PHARMACY L L C,Al Ain
2011,Private,PF1630,Pharmacy,Inpatient Pharmacy,Pharmacy,2010,AL NOOR MEDICAL COMPANY- AL NOOR PHARMACY INPATIENT- BRANCH,Al Ain
2011,Private,PF1625,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,BOOTS TAWAM PHARMACY,Al Ain
2011,Private,PF1622,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL NOOR PHARMACY  - MID TOWN,Al Ain
2011,Public,PF1616,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL HAYER HEALTH CENTER PHARMACY,Al Ain
2011,Public,PF1615,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,SHOWAIB HEALTH CENTER PHARMACY,Al Ain
2011,Public,PF1614,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL FAQA HEALTH CENTER PHARMACY,Al Ain
2011,Public,PF1613,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,SWEIHAN HEALTH CENTER PHARMACY,Al Ain
2011,Public,PF1612,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,REMAH PRIMARY HEALTH CARE CENTER,Al Ain
2011,Public,PF1611,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL KHAZNA HEALTH CENTER PHARMACY,Al Ain
2011,Public,PF1608,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,OUTPATIENT PHARMACY - ALKHABISI FMC,Al Ain
2011,Public,PF1607,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,OUTPATIENT PHARMACY - ALMASOUDI FMC,Al Ain
2011,Public,PF1606,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,OUTPATIENT PHARMACY - OUDALTOBA FMC,Al Ain
2011,Public,PF1605,Pharmacy,Inpatient Pharmacy,Pharmacy,2009,ALAIN HOSPITAL INPAITENT PHARMACY,Al Ain
2011,Public,PF1602,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,TAWAM HOSPITAL OUTPATIENT PHARMACY,Al Ain
2011,Public,PF1601,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL WAGAN HOSPITAL OUTPATIENT PHARMACY,Al Ain
2011,Private,PF1591,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,LULU AL AIN PHARMACY-LLC-BRANCH,Al Ain
2011,Private,PF1589,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,BOOTS AL BAWADI MALL PHARMACY,Al Ain
2011,Private,PF1587,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,COOPERATIVE AL AIN PHARMACY - CO L LC,Al Ain
2011,Public,PF1573,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,DENTAL CENTER PHARMACY,Al Ain
2011,Public,PF1572,Pharmacy,Inpatient Pharmacy,Pharmacy,2009,AL WAGAN HOSPITAL PHARMACY,Al Ain
2011,Public,PF1571,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,NEIMA CLINIC PHARMACY,Al Ain
2011,Public,PF1570,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL JAHILI CLINIC PHARMACY,Al Ain
2011,Public,PF1569,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,POLY CLINIC PHARMACY,Al Ain
2011,Public,PF1568,Pharmacy,Inpatient Pharmacy,Pharmacy,2009,TAWAM HOSPITAL PHARMACY- MAIN BUILDING,Al Ain
2011,Public,PF1567,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL QUAA PRIMARY HEALTH CARE CENTER PHARMACY,Al Ain
2011,Public,PF1566,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL HILI PRIMARY HEALTH CARE CENTER PHARMACY,Al Ain
2011,Public,PF1565,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL MUWEIJI PRIMARY HEALTH CARE CENTER PHARMACY,Al Ain
2011,Public,PF1564,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL MAQAM PRIMARY HEALTH CARE CENTER PHARMACY,Al Ain
2011,Public,PF1563,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL YAHAR PRIMARY HEALTH CARE CENTER PHARMACY,Al Ain
2011,Public,PF1562,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,MEZYAD PRIMARY HEALTH CARE CENTER PHARMACY,Al Ain
2011,Public,PF1561,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL NIYADAT PRIMARY HEALTH CARE CENTER PHARMACY,Al Ain
2011,Public,PF1560,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,ZAKHER PRIMARY HEALTH CARE CENTER PHARMACY,Al Ain
2011,Private,PF1549,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL AIN PHARMACY BAWADI MALL - L L C,Al Ain
2011,Private,PF1547,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,LULU AL AIN PHARMACY - LLC,Al Ain
2011,Private,PF1518,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL MUTAREDH PHARMACY,Al Ain
2011,Public,PF1517,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,AL AIN HOSPITAL PHARMACY,Al Ain
2011,Private,PF1476,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,MODERN FARAH PHARMACY - L L C,Al Ain
2011,Private,PF1474,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,SOFITEL PHARMACY,Al Ain
2011,Private,PF1461,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,AL AIN AL AHALIA PHARMACY,Al Ain
2011,Private,PF1459,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,FALAJ HAZZAA PHARMACY,Al Ain
2011,Private,PF1457,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,MOTHER PHARMACY,Al Ain
2011,Private,PF1456,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,ADVANCED AL AIN PHARMACY L L C,Al Ain
2011,Private,PF1455,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,QUALITY PHARMACY,Al Ain
2011,Private,PF1454,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,DANA PHARMACY,Al Ain
2011,Private,PF1453,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,AL JAHILY PHARMACY,Al Ain
2011,Private,PF1451,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,ALSAROOJ PHARMACY,Al Ain
2011,Private,PF1439,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,AL RAYYAN PHARMACY,Al Ain
2011,Private,PF1433,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,MURJAN PHARMACY. LLC,Al Ain
2011,Private,PF1430,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,NEW MEDICAL CENTRE PHARMACY - L.L.C -AL AIN - NMC,Al Ain
2011,Private,PF1427,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,UM GHAFA PHARMACY,Al Ain
2011,Private,PF1418,Pharmacy,24 Hr Pharmacy,Pharmacy,2006,NATIONAL ALAIN PHARMACY - L L C,Al Ain
2011,Private,PF1412,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,HOME HEALTH PHARMACY,Al Ain
2011,Private,PF1397,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,AL JAMAL PHARMACY,Al Ain
2011,Private,PF1395,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,CITY TAWAM PHARMACY,Al Ain
2011,Private,PF1394,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,LIYANA PHARMACY,Al Ain
2011,Private,PF1391,Pharmacy,24 Hr Pharmacy,Pharmacy,2006,AL NOOR MEDICAL COMPANY  AL NOOR PHARMACY - L L C - BRANCH,Al Ain
2011,Private,PF1389,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,MUBARAK PHARMACY,Al Ain
2011,Private,PF1384,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,NEIMA PHARMACY,Al Ain
2011,Private,PF1373,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,AL HUDA PHARMACY,Al Ain
2011,Private,PF1365,Pharmacy,24 Hr Pharmacy,Pharmacy,2004,AL DEWAN PHARMACY,Al Ain
2011,Private,PF1355,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,FARAH PHARMACY L L C,Al Ain
2011,Private,PF1350,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,NOOR AL QOUA PHARMACY,Al Ain
2011,Private,PF1342,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,NAWAF PHARMACY,Al Ain
2011,Private,PF1330,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,AL SHAHAB PHARMACY,Al Ain
2011,Private,PF1329,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,AL WAZEER PHARMACY,Al Ain
2011,Private,PF1323,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,CITY LIGHT PHARMACY,Al Ain
2011,Private,PF1315,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,HAFEET PHARMACY,Al Ain
2011,Private,PF1293,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,BUDOOR PHARMACY,Al Ain
2011,Private,PF1291,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,MODERN PHARMACY,Al Ain
2011,Private,PF1290,Pharmacy,Outpatient Pharmacy,Pharmacy,1998,YATHREB PHARMACY,Al Ain
2011,Private,PF1282,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,AL HILI PHARMACY,Al Ain
2011,Private,PF1280,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,ABDULLA PHARMACY,Al Ain
2011,Private,PF1278,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,NEDHAL PHARMACY,Al Ain
2011,Private,PF1277,Pharmacy,24 Hr Pharmacy,Pharmacy,2004,NEW AL AIN PHARMACY - L L C,Al Ain
2011,Private,PF1276,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,AL TUWAYIA PHARMACY,Al Ain
2011,Private,PF1273,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,AL BAYAN PHARMACY,Al Ain
2011,Private,PF1265,Pharmacy,Inpatient Pharmacy,Pharmacy,1997,SPECIALIZED MEDICAL CARE  HOSPITAL PHARMACY,Al Ain
2011,Private,PF1264,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,AL REAYA PHARMACY,Al Ain
2011,Private,PF1262,Pharmacy,Inpatient Pharmacy,Pharmacy,1996,EMIRATES INTERNATIONAL HOSPITAL - (LLC) PHARMACY,Al Ain
2011,Private,PF1255,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,ARZANA PHARMACY,Al Ain
2011,Private,PF1253,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,SWEIHAN PHARMACY,Al Ain
2011,Private,PF1247,Pharmacy,Outpatient Pharmacy,Pharmacy,1995,AL RAJAA PHARMACY,Al Ain
2011,Private,PF1235,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,MECCA PHARMACY,Al Ain
2011,Private,PF1234,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,AL JIMI PHARMACY,Al Ain
2011,Private,PF1233,Pharmacy,Outpatient Pharmacy,Pharmacy,1995,SULTAN PHARMACY,Al Ain
2011,Private,PF1223,Pharmacy,Inpatient Pharmacy,Pharmacy,1993,OASIS HOSPITAL PHARMACY,Al Ain
2011,Private,PF1220,Pharmacy,Outpatient Pharmacy,Pharmacy,1994,AL SHAAB PHARMACY - WLL,Al Ain
2011,Private,PF1213,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,ZAMZAM PHARMACY,Al Ain
2011,Private,PF1210,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,HANADI PHARMACY,Al Ain
2011,Private,PF1198,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,RAFA PHARMACY L.L.C,Al Ain
2011,Private,PF1197,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,DEEMAH PHARMACY,Al Ain
2011,Private,PF1194,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,AL AIN MODERN PHARMACY L L C,Al Ain
2011,Private,PF1175,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,MODERN IBN SINA PHARMACY,Al Ain
2011,Private,PF1171,Pharmacy,Outpatient Pharmacy,Pharmacy,1988,AL SENAEYA PHARMACY,Al Ain
2011,Private,PF1155,Pharmacy,Outpatient Pharmacy,Pharmacy,1987,RASHED PHARMACY,Al Ain
2011,Private,PF1125,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,AL RODA PHARMACY,Al Ain
2011,Private,PF1120,Pharmacy,Outpatient Pharmacy,Pharmacy,1984,AL KHALEEJ PHARMACY - LLC,Al Ain
2011,Private,PF1118,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,AL MAZROUI PHARMACY - BRANCH,Al Ain
2011,Private,PF1116,Pharmacy,Outpatient Pharmacy,Pharmacy,1983,OASIS PHARMACY,Al Ain
2011,Private,PF1112,Pharmacy,Outpatient Pharmacy,Pharmacy,1983,EMIRATES PHARMACY,Al Ain
2011,Private,PF1104,Pharmacy,Outpatient Pharmacy,Pharmacy,1983,MAJED PHARMACY,Al Ain
2011,Private,PF1097,Pharmacy,Outpatient Pharmacy,Pharmacy,1989,KARIM PHARMACY - WLL,Al Ain
2011,Private,PF1091,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,AL MANARA PHARMACY - AL AIN BRANCH,Al Ain
2011,Private,PF1088,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,GHANTOOT PHARMACY,Al Ain
2011,Private,PF1087,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,SUHAIL PHARMACY,Al Ain
2011,Private,PF1084,Pharmacy,24 Hr Pharmacy,Pharmacy,1999,AL YAHAR PHARMACY,Al Ain
2011,Private,PF1075,Pharmacy,24 Hr Pharmacy,Pharmacy,1977,AL AIN PHARMACY- LLC,Al Ain
2011,Private,PF1061,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,HKMAT AL AIN  PHARMACY - CO L L C,Al Ain
2011,Private,PF1048,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,MYZYAD PHARMACY,Al Ain
2011,Private,PF1045,Pharmacy,Outpatient Pharmacy,Pharmacy,1979,AL NASR PHARMACY - LLC,Al Ain
2011,Private,PF1031,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,YASMEEN PHARMACY,Al Ain
2011,Private,PF1029,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,ALMAQAM PHARMACY L.L.C.,Al Ain
2011,Private,PF1024,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,AL SHIFAA PHARMACY,Al Ain
2011,Private,PF1018,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,NATIONAL PHARMACY,Al Ain
2011,Private,PF1016,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,TAIBAH ALAIN PHARMACY -LLC,Al Ain
2011,Private,PF1011,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,HAMED PHARMACY,Al Ain
2011,Private,PF1008,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,AL SALAMAT PHARMACY,Al Ain
2011,Public,PF1689,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,BEDA MUTHAWA PHC PHARMACY,Al Dhafrah 
2011,Public,PF1688,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,ABU AL ABYAD PHC PHARMACY,Al Dhafrah 
2011,Public,PF1657,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,AL DHAFRA FAMILY MEDICINE CENTER PHARMACY.,Al Dhafrah 
2011,Public,PF1655,Pharmacy,Inpatient Pharmacy,Pharmacy,2011,MADINAT ZAYED HOSPITAL IN PATIENT PHARMACY,Al Dhafrah 
2011,Private,PF1609,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,AL NOOR PHARMACY - MADINAT ZAYED 2,Al Dhafrah 
2011,Public,PF1543,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,GAYATHY HOSPITAL  PHARMACY,Al Dhafrah 
2011,Public,PF1542,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,DELMA HOSPITAL PHARMACY,Al Dhafrah 
2011,Public,PF1541,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,MARFA HOSPITAL PHARMACY,Al Dhafrah 
2011,Public,PF1540,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,LIWA HOSPITAL PHARMACY,Al Dhafrah 
2011,Public,PF1539,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,MADINAT ZAYED HOSPITAL PHARMACY,Al Dhafrah 
2011,Public,PF1538,Pharmacy,24 Hr Pharmacy,Pharmacy,2008,SILA HOSPITAL  PHARMACY,Al Dhafrah 
2011,Public,PF1537,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,DISEASE PREVENTION AND SCREENING CENTER PHARMACY,Al Dhafrah 
2011,Private,PF1463,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,ALNOOR PHARMACY-ALMARFA,Al Dhafrah 
2011,Private,PF1399,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,AL RUWAIS PHARMACY,Al Dhafrah 
2011,Private,PF1390,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,JUNAID PHARMACY,Al Dhafrah 
2011,Private,PF1337,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,AL NOOR PHARMACY MADINAT ZAYED,Al Dhafrah 
2011,Private,PF1316,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,DAS MEDICAL CENTER PHARMACY,Al Dhafrah 
2011,Private,PF1254,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,MADINA ZAYED AL AHLIYYA  PHARMACY,Al Dhafrah 
2011,Private,PF1245,Pharmacy,Outpatient Pharmacy,Pharmacy,1995,WESTERN AL AHLIYA PHARMACY,Al Dhafrah 
