Year,Sector,Facility Region,Facility Type Group,Facility Reporting Name,National Expatriate,Inpatient Outpatient,ER,Episodes Count
2014,Public,Al Dhafrah,Clinics,Habshan Clinic,N/A,Outpatient,Non ER,153
2014,Public,Al Dhafrah,Clinics,Habshan Clinic,National,Outpatient,Non ER,959
2014,Public,Al Dhafrah,Clinics,Jabal Al-Dhana Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Clinics,Sahel Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Clinics,Shah General Clinic,N/A,Outpatient,Non ER,Null
2014,Public,Al Dhafrah,Clinics,Sir Baniyas Clinic,N/A,Outpatient,Non ER,4624
2014,Public,Al Dhafrah,Hospitals,Liwa,Expatriate,Outpatient,Non ER,5833
2014,Public,Al Dhafrah,Hospitals,Liwa,Expatriate,Outpatient,ER,4288
2014,Public,Al Dhafrah,Hospitals,Liwa,N/A,Outpatient,Non ER,422
2014,Public,Al Dhafrah,Hospitals,Liwa,N/A,Outpatient,ER,314
2014,Public,Al Dhafrah,Hospitals,Liwa,National,Outpatient,Non ER,5476
2014,Public,Al Dhafrah,Hospitals,Liwa,National,Outpatient,ER,4691
2014,Public,Al Ain,Hospitals,Al Ain,Expatriate,Inpatient,Non ER,4590
2014,Public,Al Ain,Hospitals,Al Ain,Expatriate,Inpatient,ER,5317
2014,Public,Al Ain,Hospitals,Al Ain,Expatriate,Outpatient,Non ER,157878
2014,Public,Al Ain,Hospitals,Al Ain,Expatriate,Outpatient,ER,45400
2014,Public,Al Ain,Hospitals,Al Ain,N/A,Inpatient,Non ER,274
2014,Public,Al Ain,Hospitals,Al Ain,N/A,Inpatient,ER,348
2014,Public,Al Ain,Hospitals,Al Ain,N/A,Outpatient,Non ER,9175
2014,Public,Al Ain,Hospitals,Al Ain,N/A,Outpatient,ER,2809
2014,Public,Al Ain,Hospitals,Al Ain,National,Inpatient,Non ER,3927
2014,Public,Al Ain,Hospitals,Al Ain,National,Inpatient,ER,6111
2014,Public,Al Ain,Hospitals,Al Ain,National,Outpatient,Non ER,141447
2014,Public,Al Ain,Hospitals,Al Ain,National,Outpatient,ER,37727
2014,Public,Al Ain,Hospitals,Al Wagan,Expatriate,Inpatient,Non ER,8
2014,Public,Al Ain,Hospitals,Al Wagan,Expatriate,Inpatient,ER,48
2014,Public,Al Ain,Hospitals,Al Wagan,Expatriate,Outpatient,Non ER,12881
2014,Public,Al Ain,Hospitals,Al Wagan,Expatriate,Outpatient,ER,1743
2014,Public,Al Ain,Hospitals,Al Wagan,N/A,Inpatient,ER,2
2014,Public,Al Ain,Hospitals,Al Wagan,N/A,Outpatient,Non ER,1176
2014,Public,Al Ain,Hospitals,Al Wagan,N/A,Outpatient,ER,134
2014,Public,Al Ain,Hospitals,Al Wagan,National,Inpatient,Non ER,78
2014,Public,Al Ain,Hospitals,Al Wagan,National,Inpatient,ER,329
2014,Public,Al Ain,Hospitals,Al Wagan,National,Outpatient,Non ER,39274
2014,Public,Al Ain,Hospitals,Al Wagan,National,Outpatient,ER,6114
2014,Public,Al Ain,Hospitals,Tawam,Expatriate,Inpatient,Non ER,2252
2014,Public,Al Ain,Hospitals,Tawam,Expatriate,Inpatient,ER,1868
2014,Public,Al Ain,Hospitals,Tawam,Expatriate,Outpatient,Non ER,92120
2014,Public,Al Ain,Hospitals,Tawam,Expatriate,Outpatient,ER,11885
2014,Public,Al Ain,Hospitals,Tawam,N/A,Inpatient,Non ER,157
2014,Public,Al Ain,Hospitals,Tawam,N/A,Inpatient,ER,147
2014,Public,Al Ain,Hospitals,Tawam,N/A,Outpatient,Non ER,9583
2014,Public,Al Ain,Hospitals,Tawam,N/A,Outpatient,ER,1438
2014,Public,Al Ain,Hospitals,Tawam,National,Inpatient,Non ER,9674
2014,Public,Al Ain,Hospitals,Tawam,National,Inpatient,ER,7386
2014,Public,Al Ain,Hospitals,Tawam,National,Outpatient,Non ER,318642
2014,Public,Al Ain,Hospitals,Tawam,National,Outpatient,ER,61071
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,Expatriate,Inpatient,Non ER,3798
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,Expatriate,Inpatient,ER,4803
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,Expatriate,Outpatient,Non ER,158413
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,Expatriate,Outpatient,ER,35666
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,N/A,Inpatient,Non ER,213
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,N/A,Inpatient,ER,283
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,N/A,Outpatient,Non ER,10783
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,N/A,Outpatient,ER,2466
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,National,Inpatient,Non ER,5096
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,National,Inpatient,ER,6446
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,National,Outpatient,Non ER,152198
2014,Public,Abu Dhabi,Hospitals,Al Mafraq,National,Outpatient,ER,38419
2014,Public,Abu Dhabi,Hospitals,Al Rahba,Expatriate,Inpatient,Non ER,1537
2014,Public,Abu Dhabi,Hospitals,Al Rahba,Expatriate,Inpatient,ER,1413
2014,Public,Abu Dhabi,Hospitals,Al Rahba,Expatriate,Outpatient,Non ER,54055
2014,Public,Abu Dhabi,Hospitals,Al Rahba,Expatriate,Outpatient,ER,27159
2014,Public,Abu Dhabi,Hospitals,Al Rahba,N/A,Inpatient,Non ER,65
2014,Public,Abu Dhabi,Hospitals,Al Rahba,N/A,Inpatient,ER,95
2014,Public,Abu Dhabi,Hospitals,Al Rahba,N/A,Outpatient,Non ER,3594
2014,Public,Abu Dhabi,Hospitals,Al Rahba,N/A,Outpatient,ER,2172
2014,Public,Abu Dhabi,Hospitals,Al Rahba,National,Inpatient,Non ER,3159
2014,Public,Abu Dhabi,Hospitals,Al Rahba,National,Inpatient,ER,2917
2014,Public,Abu Dhabi,Hospitals,Al Rahba,National,Outpatient,Non ER,91278
2014,Public,Abu Dhabi,Hospitals,Al Rahba,National,Outpatient,ER,52989
2014,Public,Al Dhafrah,Clinics,Abulabuad,Expatriate,Outpatient,Non ER,2312
2014,Public,Al Dhafrah,Clinics,Beda Mutawa,National,Outpatient,Non ER,2312
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,Expatriate,Inpatient,Non ER,177
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,Expatriate,Inpatient,ER,135
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,Expatriate,Outpatient,Non ER,16999
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,Expatriate,Outpatient,ER,6006
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,N/A,Inpatient,Non ER,22
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,N/A,Inpatient,ER,27
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,N/A,Outpatient,Non ER,2102
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,N/A,Outpatient,ER,679
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,National,Inpatient,Non ER,158
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,National,Inpatient,ER,152
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,National,Outpatient,Non ER,20333
2014,Public,Al Dhafrah,Hospitals,Al Mirfa,National,Outpatient,ER,8026
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,Expatriate,Inpatient,Non ER,1124
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,Expatriate,Inpatient,ER,12
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,Expatriate,Outpatient,Non ER,44537
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,Expatriate,Outpatient,ER,5869
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,N/A,Inpatient,Non ER,231
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,N/A,Inpatient,ER,2
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,N/A,Outpatient,Non ER,10890
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,N/A,Outpatient,ER,1316
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,National,Inpatient,Non ER,677
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,National,Outpatient,Non ER,17733
2014,Public,Al Dhafrah,Hospitals,Al Rewaise,National,Outpatient,ER,3779
2014,Public,Al Dhafrah,Hospitals,Al Silla,Expatriate,Inpatient,Non ER,103
2014,Public,Al Dhafrah,Hospitals,Al Silla,Expatriate,Inpatient,ER,83
2014,Public,Al Dhafrah,Hospitals,Al Silla,Expatriate,Outpatient,Non ER,12390
2014,Public,Al Dhafrah,Hospitals,Al Silla,Expatriate,Outpatient,ER,4154
2014,Public,Al Dhafrah,Hospitals,Al Silla,N/A,Inpatient,Non ER,4
2014,Public,Al Dhafrah,Hospitals,Al Silla,N/A,Inpatient,ER,8
2014,Public,Al Dhafrah,Hospitals,Al Silla,N/A,Outpatient,Non ER,794
2014,Public,Al Dhafrah,Hospitals,Al Silla,N/A,Outpatient,ER,301
2014,Public,Al Dhafrah,Hospitals,Al Silla,National,Inpatient,Non ER,206
2014,Public,Al Dhafrah,Hospitals,Al Silla,National,Inpatient,ER,167
2014,Public,Al Dhafrah,Hospitals,Al Silla,National,Outpatient,Non ER,22230
2014,Public,Al Dhafrah,Hospitals,Al Silla,National,Outpatient,ER,9854
2014,Public,Al Dhafrah,Hospitals,Delma,Expatriate,Inpatient,Non ER,46
2014,Public,Al Dhafrah,Hospitals,Delma,Expatriate,Inpatient,ER,65
2014,Public,Al Dhafrah,Hospitals,Delma,Expatriate,Outpatient,Non ER,6169
2014,Public,Al Dhafrah,Hospitals,Delma,Expatriate,Outpatient,ER,1822
2014,Public,Al Dhafrah,Hospitals,Delma,N/A,Inpatient,Non ER,5
2014,Public,Al Dhafrah,Hospitals,Delma,N/A,Inpatient,ER,7
2014,Public,Al Dhafrah,Hospitals,Delma,N/A,Outpatient,Non ER,541
2014,Public,Al Dhafrah,Hospitals,Delma,N/A,Outpatient,ER,178
2014,Public,Al Dhafrah,Hospitals,Delma,National,Inpatient,Non ER,68
2014,Public,Al Dhafrah,Hospitals,Delma,National,Inpatient,ER,154
2014,Public,Al Dhafrah,Hospitals,Delma,National,Outpatient,Non ER,15253
2014,Public,Al Dhafrah,Hospitals,Delma,National,Outpatient,ER,5894
2014,Public,Al Dhafrah,Hospitals,Ghayathi,Expatriate,Inpatient,Non ER,227
2014,Public,Al Dhafrah,Hospitals,Ghayathi,Expatriate,Inpatient,ER,399
2014,Public,Al Dhafrah,Hospitals,Ghayathi,Expatriate,Outpatient,Non ER,32919
2014,Public,Al Dhafrah,Hospitals,Ghayathi,Expatriate,Outpatient,ER,8578
2014,Public,Al Dhafrah,Hospitals,Ghayathi,N/A,Inpatient,Non ER,15
2014,Public,Al Dhafrah,Hospitals,Ghayathi,N/A,Inpatient,ER,40
2014,Public,Al Dhafrah,Hospitals,Ghayathi,N/A,Outpatient,Non ER,2754
2014,Public,Al Dhafrah,Hospitals,Ghayathi,N/A,Outpatient,ER,708
2014,Public,Al Dhafrah,Hospitals,Ghayathi,National,Inpatient,Non ER,156
2014,Public,Al Dhafrah,Hospitals,Ghayathi,National,Inpatient,ER,565
2014,Public,Al Dhafrah,Hospitals,Ghayathi,National,Outpatient,Non ER,38446
2014,Public,Al Dhafrah,Hospitals,Ghayathi,National,Outpatient,ER,13043
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,Expatriate,Inpatient,Non ER,1468
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,Expatriate,Inpatient,ER,1123
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,Expatriate,Outpatient,Non ER,59003
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,Expatriate,Outpatient,ER,13329
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,N/A,Inpatient,Non ER,110
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,N/A,Inpatient,ER,90
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,N/A,Outpatient,Non ER,5105
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,N/A,Outpatient,ER,1114
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,National,Inpatient,Non ER,1110
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,National,Inpatient,ER,1283
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,National,Outpatient,Non ER,55903
2014,Public,Al Dhafrah,Hospitals,Madinat Zayed,National,Outpatient,ER,19455
2015,Private,Al Ain,Hospitals,Long Term Medical And Rehabilitation,National,Outpatient,Non ER,31
2015,Private,Al Ain,Hospitals,Provita International Medical Centre - Al Ain,Expatriate,Inpatient,Non ER,2
2015,Private,Al Ain,Hospitals,Provita International Medical Centre - Al Ain,National,Inpatient,Non ER,46
2015,Private,Al Ain,Hospitals,Provita International Medical Centre - Al Ain,National,Outpatient,Non ER,3
2015,Private,Abu Dhabi,Centres (various),Abeer Optical Centre.,N/A,Outpatient,Non ER,Null
2015,Private,Abu Dhabi,Centres (various),Abu Dhabi Medical Centre,Expatriate,Outpatient,Non ER,4640
2015,Private,Abu Dhabi,Centres (various),Abu Dhabi Medical Centre,N/A,Outpatient,Non ER,2320
2015,Private,Abu Dhabi,Centres (various),Abu Salaman Medical Centre,Expatriate,Outpatient,Non ER,13223
2015,Private,Abu Dhabi,Centres (various),Abu Salaman Medical Centre,N/A,Outpatient,Non ER,1189
2015,Private,Abu Dhabi,Centres (various),Abu Salaman Medical Centre,National,Outpatient,Non ER,2009
2015,Private,Abu Dhabi,Centres (various),Adams Medical Centre,Expatriate,Outpatient,Non ER,1621
2015,Private,Abu Dhabi,Centres (various),Adams Medical Centre,N/A,Outpatient,Non ER,101
2015,Private,Abu Dhabi,Centres (various),Adams Medical Centre,National,Outpatient,Non ER,218
2015,Private,Abu Dhabi,Centres (various),Add Care Medical Centre,Expatriate,Outpatient,Non ER,901
2015,Private,Abu Dhabi,Centres (various),Add Care Medical Centre,N/A,Outpatient,Non ER,53
2015,Private,Abu Dhabi,Centres (various),Add Care Medical Centre,National,Outpatient,Non ER,1517
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,Expatriate,Inpatient,Non ER,129
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,Expatriate,Inpatient,ER,1
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,Expatriate,Outpatient,Non ER,38047
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,Expatriate,Outpatient,ER,3
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,N/A,Inpatient,Non ER,8
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,N/A,Outpatient,Non ER,2852
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,National,Inpatient,Non ER,57
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,National,Inpatient,ER,2
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,National,Outpatient,Non ER,27510
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagnostic Centre,National,Outpatient,ER,5
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagonostic Centre--Branch,Expatriate,Outpatient,Non ER,4998
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagonostic Centre--Branch,N/A,Outpatient,Non ER,379
2015,Private,Abu Dhabi,Centres (various),Advance Cure Diagonostic Centre--Branch,National,Outpatient,Non ER,2315
2015,Private,Abu Dhabi,Centres (various),Advanced American Dental Centre,N/A,Outpatient,Non ER,25524
2015,Private,Abu Dhabi,Centres (various),Advanced Centre For Day Care Surgery,Expatriate,Outpatient,Non ER,27844
2015,Private,Abu Dhabi,Centres (various),Advanced Centre For Day Care Surgery,Expatriate,Outpatient,ER,117
2015,Private,Abu Dhabi,Centres (various),Advanced Centre For Day Care Surgery,N/A,Outpatient,Non ER,1867
2015,Private,Abu Dhabi,Centres (various),Advanced Centre For Day Care Surgery,N/A,Outpatient,ER,9
2015,Private,Abu Dhabi,Centres (various),Advanced Centre For Day Care Surgery,National,Outpatient,Non ER,22507
2015,Private,Abu Dhabi,Centres (various),Advanced Centre For Day Care Surgery,National,Outpatient,ER,80
2015,Private,Abu Dhabi,Centres (various),Aesthetic Dental Centre,Expatriate,Outpatient,Non ER,3375
2015,Private,Abu Dhabi,Centres (various),Aesthetic Dental Centre,N/A,Outpatient,Non ER,1757
2015,Private,Abu Dhabi,Centres (various),Aesthetic Dental Centre,National,Outpatient,Non ER,1828
2015,Private,Abu Dhabi,Centres (various),Aesthetic Skin Care Centre,Expatriate,Outpatient,Non ER,2200
2015,Private,Abu Dhabi,Centres (various),Aesthetic Skin Care Centre,N/A,Outpatient,Non ER,400
2015,Private,Abu Dhabi,Centres (various),Aesthetic Skin Care Centre,National,Outpatient,Non ER,9001
2015,Private,Abu Dhabi,Centres (various),Al Ahali Medical Centre,Expatriate,Outpatient,Non ER,6772
2015,Private,Abu Dhabi,Centres (various),Al Ahali Medical Centre,N/A,Outpatient,Non ER,632
2015,Private,Abu Dhabi,Centres (various),Al Ahali Medical Centre,National,Outpatient,Non ER,1876
2015,Private,Abu Dhabi,Centres (various),Al Ahli Specialists Medical Centre,Expatriate,Outpatient,Non ER,662
2015,Private,Abu Dhabi,Centres (various),Al Ahli Specialists Medical Centre,N/A,Outpatient,Non ER,64
2015,Private,Abu Dhabi,Centres (various),Al Ahli Specialists Medical Centre,National,Outpatient,Non ER,3939
2015,Private,Abu Dhabi,Centres (various),Al Amal Dental Laboratory,N/A,Outpatient,Non ER,Null
2015,Private,Abu Dhabi,Centres (various),Al Amal Medical Centre,Expatriate,Outpatient,Non ER,1721
2015,Private,Abu Dhabi,Centres (various),Al Amal Medical Centre,N/A,Outpatient,Non ER,178
2015,Private,Abu Dhabi,Centres (various),Al Amal Medical Centre,National,Outpatient,Non ER,3207
2015,Private,Abu Dhabi,Centres (various),Al Ameen Medical Centre,Expatriate,Outpatient,Non ER,17494
2015,Private,Abu Dhabi,Centres (various),Al Ameen Medical Centre,N/A,Outpatient,Non ER,1509
2015,Private,Abu Dhabi,Centres (various),Al Ameen Medical Centre,National,Outpatient,Non ER,3207
2015,Private,Abu Dhabi,Centres (various),Al Ameen Medical Centre -Branch 1,Expatriate,Outpatient,Non ER,5085
2015,Private,Abu Dhabi,Centres (various),Al Ameen Medical Centre -Branch 1,N/A,Outpatient,Non ER,431
2015,Private,Abu Dhabi,Centres (various),Al Ameen Medical Centre -Branch 1,National,Outpatient,Non ER,429
2015,Private,Abu Dhabi,Centres (various),Al Borg Diagnostic Centre For Laboratories & X Ray,Expatriate,Outpatient,Non ER,17303
2015,Private,Abu Dhabi,Centres (various),Al Borg Diagnostic Centre For Laboratories & X Ray,Expatriate,Outpatient,ER,2
2015,Private,Abu Dhabi,Centres (various),Al Borg Diagnostic Centre For Laboratories & X Ray,N/A,Outpatient,Non ER,1723
2015,Private,Abu Dhabi,Centres (various),Al Borg Diagnostic Centre For Laboratories & X Ray,National,Outpatient,Non ER,6710
2015,Private,Abu Dhabi,Centres (various),Al Bustan Medical Centre,Expatriate,Outpatient,Non ER,2914
2015,Private,Abu Dhabi,Centres (various),Al Bustan Medical Centre,N/A,Outpatient,Non ER,277
2015,Private,Abu Dhabi,Centres (various),Al Bustan Medical Centre,National,Outpatient,Non ER,21989
2015,Private,Abu Dhabi,Centres (various),Al Bustan Medical Centre-,Expatriate,Outpatient,Non ER,10698
2015,Private,Abu Dhabi,Centres (various),Al Bustan Medical Centre-,N/A,Outpatient,Non ER,674
2015,Private,Abu Dhabi,Centres (various),Al Bustan Medical Centre-,National,Outpatient,Non ER,11830
2015,Private,Abu Dhabi,Centres (various),Al Dana Medical Dental Centre,N/A,Outpatient,Non ER,2320
2015,Private,Abu Dhabi,Centres (various),Al Dar Centre-Yas Managed By Lifeline,Expatriate,Outpatient,Non ER,112
2015,Private,Abu Dhabi,Centres (various),Al Dar Centre-Yas Managed By Lifeline,N/A,Outpatient,Non ER,15
2015,Private,Abu Dhabi,Centres (various),Al Dar Centre-Yas Managed By Lifeline,National,Outpatient,Non ER,23
2015,Private,Abu Dhabi,Centres (various),Al Dhabi Medical Centre,N/A,Outpatient,Non ER,6961
2015,Private,Abu Dhabi,Centres (various),Al Eithar Optical Centre,N/A,Outpatient,Non ER,Null
2015,Private,Abu Dhabi,Centres (various),Al Falah Medical Poly Clinics,Expatriate,Outpatient,Non ER,4755
2015,Private,Abu Dhabi,Centres (various),Al Falah Medical Poly Clinics,N/A,Outpatient,Non ER,371
2015,Private,Abu Dhabi,Centres (various),Al Falah Medical Poly Clinics,National,Outpatient,Non ER,607
2015,Private,Abu Dhabi,Centres (various),Al Falah Physiotherapy Centre,N/A,Outpatient,Non ER,Null
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre,Expatriate,Outpatient,Non ER,5758
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre,Expatriate,Outpatient,ER,8
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre,N/A,Outpatient,Non ER,623
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre,National,Outpatient,Non ER,1391
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre,National,Outpatient,ER,1
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre -,Expatriate,Outpatient,Non ER,8361
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre -,Expatriate,Outpatient,ER,1
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre -,N/A,Outpatient,Non ER,899
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre -,National,Outpatient,Non ER,6679
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Centre -,National,Outpatient,ER,2
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Laboratory,Expatriate,Outpatient,Non ER,1691
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Laboratory,N/A,Outpatient,Non ER,162
2015,Private,Abu Dhabi,Centres (various),Al Farhan Medical Laboratory,National,Outpatient,Non ER,785
2015,Private,Abu Dhabi,Centres (various),Al Farooq Medical & Dental Centre,Expatriate,Outpatient,Non ER,987
2015,Private,Abu Dhabi,Centres (various),Al Farooq Medical & Dental Centre,N/A,Outpatient,Non ER,68
2015,Private,Abu Dhabi,Centres (various),Al Farooq Medical & Dental Centre,National,Outpatient,Non ER,4130
2015,Private,Abu Dhabi,Centres (various),Al Ghazali Specialised Poly Clinics,Expatriate,Outpatient,Non ER,6125
2015,Private,Abu Dhabi,Centres (various),Al Ghazali Specialised Poly Clinics,N/A,Outpatient,Non ER,506
2015,Private,Abu Dhabi,Centres (various),Al Ghazali Specialised Poly Clinics,National,Outpatient,Non ER,472
2015,Private,Abu Dhabi,Centres (various),Al Haithami Specialised Medical Centre,N/A,Outpatient,Non ER,4640
2015,Private,Abu Dhabi,Centres (various),Al Hendawy Medical Centre,Expatriate,Outpatient,Non ER,9433
2015,Private,Abu Dhabi,Centres (various),Al Hendawy Medical Centre,Expatriate,Outpatient,ER,13
2015,Private,Abu Dhabi,Centres (various),Al Hendawy Medical Centre,N/A,Outpatient,Non ER,575
2015,Private,Abu Dhabi,Centres (various),Al Hendawy Medical Centre,National,Outpatient,Non ER,14488
2015,Private,Abu Dhabi,Centres (various),Al Hendawy Medical Centre,National,Outpatient,ER,62
