Year,Age Group,Disease,Nationality,Cases
2014,25-29,Other Food Poisoning,National,10
2014,25-29,Other STD,National,54
2014,25-29,Other Viral Hepatitis,National,0
2014,25-29,Pulmonary Tuberculosis,National,1
2014,25-29,Rubella,National,0
2014,25-29,Scabies,National,22
2014,25-29,Scarlet  Fever,National,0
2014,25-29,Seasonal Influenza,National,28
2014,25-29,Syphilis,National,4
2014,25-29,Tetanus,National,0
2014,25-29,Typhoid Fever,National,2
2014,25-29,Viral Hepatitis A,National,1
2014,25-29,Viral Hepatitis B,National,31
2014,25-29,Viral Hepatitis C,National,8
2014,25-29,Viral Meningitis,National,2
2014,25-29,Whooping Cough,National,0
2014,30-34,Acute Encephalitis,National,0
2014,30-34,Acute Flaccid Paralysis,National,Null
2014,30-34,Brucellosis,National,0
2014,30-34,Chickenpox,National,19
2014,30-34,Extra Pulmonary Tuberculosis,National,3
2014,30-34,Giardia Lambia,National,2
2014,30-34,Gonorrhoea,National,7
2014,30-34,Malaria,National,0
2014,30-34,Measles,National,2
2014,30-34,Mumps,National,3
2014,30-34,Other,National,41
2014,30-34,Other Food Poisoning,National,3
2014,30-34,Other STD,National,44
2014,30-34,Other Viral Hepatitis,National,0
2014,30-34,Pulmonary Tuberculosis,National,1
2014,30-34,Rubella,National,0
2014,30-34,Scabies,National,21
2014,30-34,Scarlet  Fever,National,0
2014,30-34,Seasonal Influenza,National,27
2014,30-34,Syphilis,National,5
2014,30-34,Tetanus,National,0
2014,30-34,Typhoid Fever,National,1
2014,30-34,Viral Hepatitis A,National,3
2014,30-34,Viral Hepatitis B,National,31
2014,30-34,Viral Hepatitis C,National,6
2014,30-34,Viral Meningitis,National,3
2014,30-34,Whooping Cough,National,0
2014,35-39,Acute Encephalitis,National,0
2014,35-39,Acute Flaccid Paralysis,National,Null
2014,35-39,Brucellosis,National,0
2014,35-39,Chickenpox,National,10
2014,35-39,Extra Pulmonary Tuberculosis,National,0
2014,35-39,Giardia Lambia,National,0
2014,35-39,Gonorrhoea,National,2
2014,35-39,Malaria,National,0
2014,35-39,Measles,National,0
2014,35-39,Mumps,National,1
2014,35-39,Other,National,35
2014,35-39,Other Food Poisoning,National,1
2014,35-39,Other STD,National,29
2014,35-39,Other Viral Hepatitis,National,0
2014,35-39,Pulmonary Tuberculosis,National,0
2014,35-39,Rubella,National,0
2014,35-39,Scabies,National,12
2014,35-39,Scarlet  Fever,National,0
2014,35-39,Seasonal Influenza,National,20
2014,35-39,Syphilis,National,3
2014,35-39,Tetanus,National,0
2014,35-39,Typhoid Fever,National,1
2014,35-39,Viral Hepatitis A,National,0
2014,35-39,Viral Hepatitis B,National,28
2014,35-39,Viral Hepatitis C,National,10
2014,35-39,Viral Meningitis,National,1
2014,35-39,Whooping Cough,National,0
2014,40-44,Acute Encephalitis,National,0
2014,40-44,Acute Flaccid Paralysis,National,Null
2014,40-44,Brucellosis,National,1
2014,40-44,Chickenpox,National,0
2014,40-44,Extra Pulmonary Tuberculosis,National,0
2014,40-44,Giardia Lambia,National,1
2014,40-44,Gonorrhoea,National,0
2014,40-44,Malaria,National,1
2014,40-44,Measles,National,0
2014,40-44,Mumps,National,0
2014,40-44,Other,National,10
2014,40-44,Other Food Poisoning,National,4
2014,40-44,Other STD,National,19
2014,40-44,Other Viral Hepatitis,National,0
2014,40-44,Pulmonary Tuberculosis,National,3
2014,40-44,Rubella,National,0
2014,40-44,Scabies,National,6
2014,40-44,Scarlet  Fever,National,0
2014,40-44,Seasonal Influenza,National,7
2014,40-44,Syphilis,National,4
2014,40-44,Tetanus,National,0
2014,40-44,Typhoid Fever,National,2
2014,40-44,Viral Hepatitis A,National,0
2014,40-44,Viral Hepatitis B,National,25
2014,40-44,Viral Hepatitis C,National,8
2014,40-44,Viral Meningitis,National,0
2014,40-44,Whooping Cough,National,0
2014,45-49,Acute Encephalitis,National,0
2014,45-49,Acute Flaccid Paralysis,National,Null
2014,45-49,Brucellosis,National,0
2014,45-49,Chickenpox,National,3
2014,45-49,Extra Pulmonary Tuberculosis,National,1
2014,45-49,Giardia Lambia,National,0
2014,45-49,Gonorrhoea,National,0
2014,45-49,Malaria,National,0
2014,45-49,Measles,National,0
2014,45-49,Mumps,National,1
2014,45-49,Other,National,10
2014,45-49,Other Food Poisoning,National,2
2014,45-49,Other STD,National,8
2014,45-49,Other Viral Hepatitis,National,0
2014,45-49,Pulmonary Tuberculosis,National,0
2014,45-49,Rubella,National,0
2014,45-49,Scabies,National,10
2014,45-49,Scarlet  Fever,National,0
2014,45-49,Seasonal Influenza,National,9
2014,45-49,Syphilis,National,2
2014,45-49,Tetanus,National,0
2014,45-49,Typhoid Fever,National,1
2014,45-49,Viral Hepatitis A,National,1
2014,45-49,Viral Hepatitis B,National,20
2014,45-49,Viral Hepatitis C,National,6
2014,45-49,Viral Meningitis,National,0
2014,45-49,Whooping Cough,National,0
2014,50-54,Acute Encephalitis,National,0
2014,50-54,Acute Flaccid Paralysis,National,Null
2014,50-54,Brucellosis,National,1
2014,50-54,Chickenpox,National,0
2014,50-54,Extra Pulmonary Tuberculosis,National,4
2014,50-54,Giardia Lambia,National,0
2014,50-54,Gonorrhoea,National,0
2014,50-54,Malaria,National,0
2014,50-54,Measles,National,0
2014,50-54,Mumps,National,1
2014,50-54,Other,National,12
2014,50-54,Other Food Poisoning,National,1
2014,50-54,Other STD,National,0
2014,50-54,Other Viral Hepatitis,National,0
2014,50-54,Pulmonary Tuberculosis,National,3
2014,50-54,Rubella,National,0
2014,50-54,Scabies,National,3
2014,50-54,Scarlet  Fever,National,0
2014,50-54,Seasonal Influenza,National,2
2014,50-54,Syphilis,National,2
2014,50-54,Tetanus,National,0
2014,50-54,Typhoid Fever,National,0
2014,50-54,Viral Hepatitis A,National,0
2014,50-54,Viral Hepatitis B,National,3
2014,50-54,Viral Hepatitis C,National,8
2014,50-54,Viral Meningitis,National,0
2014,50-54,Whooping Cough,National,0
2014,55-59,Acute Encephalitis,National,0
2014,55-59,Acute Flaccid Paralysis,National,Null
2014,55-59,Brucellosis,National,0
2014,55-59,Chickenpox,National,0
2014,55-59,Extra Pulmonary Tuberculosis,National,0
2014,55-59,Giardia Lambia,National,0
2014,55-59,Gonorrhoea,National,0
2014,55-59,Malaria,National,0
2014,55-59,Measles,National,0
2014,55-59,Mumps,National,0
2014,55-59,Other,National,3
2014,55-59,Other Food Poisoning,National,Null
2014,55-59,Other STD,National,4
2014,55-59,Other Viral Hepatitis,National,0
2014,55-59,Pulmonary Tuberculosis,National,2
2014,55-59,Rubella,National,0
2014,55-59,Scabies,National,2
2014,55-59,Scarlet  Fever,National,0
2014,55-59,Seasonal Influenza,National,8
2014,55-59,Syphilis,National,1
2014,55-59,Tetanus,National,0
2014,55-59,Typhoid Fever,National,1
2014,55-59,Viral Hepatitis A,National,0
2014,55-59,Viral Hepatitis B,National,7
2014,55-59,Viral Hepatitis C,National,6
2014,55-59,Viral Meningitis,National,0
2014,55-59,Whooping Cough,National,0
2014,60-64,Acute Encephalitis,National,0
2014,60-64,Acute Flaccid Paralysis,National,Null
2014,60-64,Brucellosis,National,0
2014,60-64,Chickenpox,National,2
2014,60-64,Extra Pulmonary Tuberculosis,National,0
2014,60-64,Giardia Lambia,National,1
2014,60-64,Gonorrhoea,National,0
2014,60-64,Malaria,National,0
2014,60-64,Measles,National,0
2014,60-64,Mumps,National,1
2014,60-64,Other,National,13
2014,60-64,Other Food Poisoning,National,Null
2014,60-64,Other STD,National,0
2014,60-64,Other Viral Hepatitis,National,0
2014,60-64,Pulmonary Tuberculosis,National,2
2014,60-64,Rubella,National,0
2014,60-64,Scabies,National,3
2014,60-64,Scarlet  Fever,National,0
2014,60-64,Seasonal Influenza,National,6
2014,60-64,Syphilis,National,3
2014,60-64,Tetanus,National,0
2014,60-64,Typhoid Fever,National,1
2014,60-64,Viral Hepatitis A,National,0
2014,60-64,Viral Hepatitis B,National,9
2014,60-64,Viral Hepatitis C,National,4
2014,60-64,Viral Meningitis,National,0
2014,60-64,Whooping Cough,National,0
2014,65+,Acute Encephalitis,National,0
2014,65+,Acute Flaccid Paralysis,National,Null
2014,65+,Brucellosis,National,2
2014,65+,Chickenpox,National,2
2014,65+,Extra Pulmonary Tuberculosis,National,1
2014,65+,Giardia Lambia,National,2
2014,65+,Gonorrhoea,National,0
2014,65+,Malaria,National,0
2014,65+,Measles,National,0
2014,65+,Mumps,National,0
2014,65+,Other,National,24
2014,65+,Other Food Poisoning,National,Null
2014,65+,Other STD,National,0
2014,65+,Other Viral Hepatitis,National,0
2014,65+,Pulmonary Tuberculosis,National,11
2014,65+,Rubella,National,0
2014,65+,Scabies,National,6
2014,65+,Scarlet  Fever,National,0
2014,65+,Seasonal Influenza,National,14
2014,65+,Syphilis,National,2
2014,65+,Tetanus,National,0
2014,65+,Typhoid Fever,National,0
2014,65+,Viral Hepatitis A,National,1
2014,65+,Viral Hepatitis B,National,10
2014,65+,Viral Hepatitis C,National,9
2014,65+,Viral Meningitis,National,1
2014,65+,Whooping Cough,National,0
2015,0-4,Acute Encephalitis,Expatriate,0
2015,0-4,Acute Flaccid Paralysis,Expatriate,1
2015,0-4,Brucellosis,Expatriate,1
2015,0-4,Chickenpox,Expatriate,302
2015,0-4,Corona Virus,Expatriate,2
2015,0-4,Extra Pulmonary Tuberculosis,Expatriate,2
2015,0-4,Giardia Lambia,Expatriate,10
2015,0-4,Gonorrhoea,Expatriate,0
2015,0-4,Malaria,Expatriate,18
2015,0-4,Measles,Expatriate,27
2015,0-4,Mumps,Expatriate,22
2015,0-4,Other,Expatriate,166
2015,0-4,Other Food Poisoning,Expatriate,378
2015,0-4,Other STD,Expatriate,0
2015,0-4,Other Viral Hepatitis,Expatriate,Null
2015,0-4,Pulmonary Tuberculosis,Expatriate,2
2015,0-4,Rubella,Expatriate,2
2015,0-4,Scabies,Expatriate,75
2015,0-4,Scarlet  Fever,Expatriate,84
2015,0-4,Seasonal Influenza,Expatriate,773
2015,0-4,Syphilis,Expatriate,1
2015,0-4,Tetanus,Expatriate,Null
2015,0-4,Typhoid Fever,Expatriate,26
2015,0-4,Viral Hepatitis A,Expatriate,25
2015,0-4,Viral Hepatitis B,Expatriate,1
2015,0-4,Viral Hepatitis C,Expatriate,2
2015,0-4,Viral Meningitis,Expatriate,11
2015,0-4,Whooping Cough,Expatriate,6
2015,5-9,Acute Encephalitis,Expatriate,1
2015,5-9,Acute Flaccid Paralysis,Expatriate,2
2015,5-9,Brucellosis,Expatriate,2
2015,5-9,Chickenpox,Expatriate,298
2015,5-9,Corona Virus,Expatriate,0
2015,5-9,Extra Pulmonary Tuberculosis,Expatriate,0
2015,5-9,Giardia Lambia,Expatriate,9
2015,5-9,Gonorrhoea,Expatriate,0
2015,5-9,Malaria,Expatriate,17
2015,5-9,Measles,Expatriate,3
2015,5-9,Mumps,Expatriate,44
2015,5-9,Other,Expatriate,60
2015,5-9,Other Food Poisoning,Expatriate,73
2015,5-9,Other STD,Expatriate,0
2015,5-9,Other Viral Hepatitis,Expatriate,Null
2015,5-9,Pulmonary Tuberculosis,Expatriate,1
2015,5-9,Rubella,Expatriate,1
2015,5-9,Scabies,Expatriate,31
2015,5-9,Scarlet  Fever,Expatriate,103
2015,5-9,Seasonal Influenza,Expatriate,392
2015,5-9,Syphilis,Expatriate,0
2015,5-9,Tetanus,Expatriate,Null
2015,5-9,Typhoid Fever,Expatriate,19
2015,5-9,Viral Hepatitis A,Expatriate,35
2015,5-9,Viral Hepatitis B,Expatriate,0
2015,5-9,Viral Hepatitis C,Expatriate,2
2015,5-9,Viral Meningitis,Expatriate,8
2015,5-9,Whooping Cough,Expatriate,2
2015,10-14,Acute Encephalitis,Expatriate,0
2015,10-14,Acute Flaccid Paralysis,Expatriate,1
2015,10-14,Brucellosis,Expatriate,1
2015,10-14,Chickenpox,Expatriate,159
2015,10-14,Corona Virus,Expatriate,1
2015,10-14,Extra Pulmonary Tuberculosis,Expatriate,0
2015,10-14,Giardia Lambia,Expatriate,1
2015,10-14,Gonorrhoea,Expatriate,0
2015,10-14,Malaria,Expatriate,10
2015,10-14,Measles,Expatriate,1
2015,10-14,Mumps,Expatriate,15
2015,10-14,Other,Expatriate,31
2015,10-14,Other Food Poisoning,Expatriate,21
2015,10-14,Other STD,Expatriate,0
2015,10-14,Other Viral Hepatitis,Expatriate,Null
2015,10-14,Pulmonary Tuberculosis,Expatriate,2
2015,10-14,Rubella,Expatriate,0
2015,10-14,Scabies,Expatriate,29
2015,10-14,Scarlet  Fever,Expatriate,6
2015,10-14,Seasonal Influenza,Expatriate,119
2015,10-14,Syphilis,Expatriate,0
2015,10-14,Tetanus,Expatriate,Null
2015,10-14,Typhoid Fever,Expatriate,8
2015,10-14,Viral Hepatitis A,Expatriate,9
2015,10-14,Viral Hepatitis B,Expatriate,0
2015,10-14,Viral Hepatitis C,Expatriate,1
2015,10-14,Viral Meningitis,Expatriate,1
2015,10-14,Whooping Cough,Expatriate,0
2015,15-19,Acute Encephalitis,Expatriate,0
2015,15-19,Acute Flaccid Paralysis,Expatriate,0
2015,15-19,Brucellosis,Expatriate,1
2015,15-19,Chickenpox,Expatriate,90
2015,15-19,Corona Virus,Expatriate,0
2015,15-19,Extra Pulmonary Tuberculosis,Expatriate,2
2015,15-19,Giardia Lambia,Expatriate,1
2015,15-19,Gonorrhoea,Expatriate,0
2015,15-19,Malaria,Expatriate,84
2015,15-19,Measles,Expatriate,2
2015,15-19,Mumps,Expatriate,4
2015,15-19,Other,Expatriate,26
2015,15-19,Other Food Poisoning,Expatriate,7
2015,15-19,Other STD,Expatriate,1
2015,15-19,Other Viral Hepatitis,Expatriate,Null
2015,15-19,Pulmonary Tuberculosis,Expatriate,5
2015,15-19,Rubella,Expatriate,2
2015,15-19,Scabies,Expatriate,50
2015,15-19,Scarlet  Fever,Expatriate,0
2015,15-19,Seasonal Influenza,Expatriate,21
2015,15-19,Syphilis,Expatriate,0
2015,15-19,Tetanus,Expatriate,Null
2015,15-19,Typhoid Fever,Expatriate,7
2015,15-19,Viral Hepatitis A,Expatriate,10
2015,15-19,Viral Hepatitis B,Expatriate,9
2015,15-19,Viral Hepatitis C,Expatriate,2
2015,15-19,Viral Meningitis,Expatriate,2
2015,15-19,Whooping Cough,Expatriate,0
2015,20-24,Acute Encephalitis,Expatriate,0
2015,20-24,Acute Flaccid Paralysis,Expatriate,0
2015,20-24,Brucellosis,Expatriate,5
2015,20-24,Chickenpox,Expatriate,677
2015,20-24,Corona Virus,Expatriate,0
2015,20-24,Extra Pulmonary Tuberculosis,Expatriate,34
2015,20-24,Giardia Lambia,Expatriate,15
2015,20-24,Gonorrhoea,Expatriate,5
2015,20-24,Malaria,Expatriate,500
2015,20-24,Measles,Expatriate,6
2015,20-24,Mumps,Expatriate,12
2015,20-24,Other,Expatriate,46
2015,20-24,Other Food Poisoning,Expatriate,56
2015,20-24,Other STD,Expatriate,18
2015,20-24,Other Viral Hepatitis,Expatriate,Null
2015,20-24,Pulmonary Tuberculosis,Expatriate,48
2015,20-24,Rubella,Expatriate,31
2015,20-24,Scabies,Expatriate,225
2015,20-24,Scarlet  Fever,Expatriate,0
2015,20-24,Seasonal Influenza,Expatriate,56
2015,20-24,Syphilis,Expatriate,10
2015,20-24,Tetanus,Expatriate,Null
2015,20-24,Typhoid Fever,Expatriate,23
2015,20-24,Viral Hepatitis A,Expatriate,11
2015,20-24,Viral Hepatitis B,Expatriate,80
2015,20-24,Viral Hepatitis C,Expatriate,34
2015,20-24,Viral Meningitis,Expatriate,1
2015,20-24,Whooping Cough,Expatriate,0
2015,25-29,Acute Encephalitis,Expatriate,1
2015,25-29,Acute Flaccid Paralysis,Expatriate,0
2015,25-29,Brucellosis,Expatriate,11
2015,25-29,Chickenpox,Expatriate,1136
2015,25-29,Corona Virus,Expatriate,1
2015,25-29,Extra Pulmonary Tuberculosis,Expatriate,54
2015,25-29,Giardia Lambia,Expatriate,33
2015,25-29,Gonorrhoea,Expatriate,15
2015,25-29,Malaria,Expatriate,483
2015,25-29,Measles,Expatriate,17
2015,25-29,Mumps,Expatriate,22
2015,25-29,Other,Expatriate,127
2015,25-29,Other Food Poisoning,Expatriate,121
2015,25-29,Other STD,Expatriate,42
2015,25-29,Other Viral Hepatitis,Expatriate,1
2015,25-29,Pulmonary Tuberculosis,Expatriate,66
2015,25-29,Rubella,Expatriate,46
2015,25-29,Scabies,Expatriate,320
2015,25-29,Scarlet  Fever,Expatriate,0
2015,25-29,Seasonal Influenza,Expatriate,146
2015,25-29,Syphilis,Expatriate,42
2015,25-29,Tetanus,Expatriate,Null
2015,25-29,Typhoid Fever,Expatriate,52
2015,25-29,Viral Hepatitis A,Expatriate,20
2015,25-29,Viral Hepatitis B,Expatriate,158
2015,25-29,Viral Hepatitis C,Expatriate,72
2015,25-29,Viral Meningitis,Expatriate,8
2015,25-29,Whooping Cough,Expatriate,0
2015,30-34,Acute Encephalitis,Expatriate,4
2015,30-34,Acute Flaccid Paralysis,Expatriate,0
2015,30-34,Brucellosis,Expatriate,14
2015,30-34,Chickenpox,Expatriate,704
2015,30-34,Corona Virus,Expatriate,2
2015,30-34,Extra Pulmonary Tuberculosis,Expatriate,56
2015,30-34,Giardia Lambia,Expatriate,27
2015,30-34,Gonorrhoea,Expatriate,13
2015,30-34,Malaria,Expatriate,270
2015,30-34,Measles,Expatriate,12
2015,30-34,Mumps,Expatriate,20
2015,30-34,Other,Expatriate,138
2015,30-34,Other Food Poisoning,Expatriate,87
2015,30-34,Other STD,Expatriate,48
2015,30-34,Other Viral Hepatitis,Expatriate,1
2015,30-34,Pulmonary Tuberculosis,Expatriate,52
2015,30-34,Rubella,Expatriate,30
2015,30-34,Scabies,Expatriate,234
2015,30-34,Scarlet  Fever,Expatriate,0
2015,30-34,Seasonal Influenza,Expatriate,153
2015,30-34,Syphilis,Expatriate,41
2015,30-34,Tetanus,Expatriate,Null
2015,30-34,Typhoid Fever,Expatriate,48
2015,30-34,Viral Hepatitis A,Expatriate,19
2015,30-34,Viral Hepatitis B,Expatriate,159
2015,30-34,Viral Hepatitis C,Expatriate,99
2015,30-34,Viral Meningitis,Expatriate,10
2015,30-34,Whooping Cough,Expatriate,0
2015,35-39,Acute Encephalitis,Expatriate,1
2015,35-39,Acute Flaccid Paralysis,Expatriate,0
2015,35-39,Brucellosis,Expatriate,10
2015,35-39,Chickenpox,Expatriate,362
2015,35-39,Corona Virus,Expatriate,1
2015,35-39,Extra Pulmonary Tuberculosis,Expatriate,33
2015,35-39,Giardia Lambia,Expatriate,7
2015,35-39,Gonorrhoea,Expatriate,8
2015,35-39,Malaria,Expatriate,185
2015,35-39,Measles,Expatriate,5
2015,35-39,Mumps,Expatriate,19
2015,35-39,Other,Expatriate,82
2015,35-39,Other Food Poisoning,Expatriate,61
2015,35-39,Other STD,Expatriate,26
2015,35-39,Other Viral Hepatitis,Expatriate,1
2015,35-39,Pulmonary Tuberculosis,Expatriate,42
2015,35-39,Rubella,Expatriate,12
2015,35-39,Scabies,Expatriate,160
2015,35-39,Scarlet  Fever,Expatriate,0
2015,35-39,Seasonal Influenza,Expatriate,122
2015,35-39,Syphilis,Expatriate,48
2015,35-39,Tetanus,Expatriate,Null
2015,35-39,Typhoid Fever,Expatriate,34
2015,35-39,Viral Hepatitis A,Expatriate,6
2015,35-39,Viral Hepatitis B,Expatriate,142
2015,35-39,Viral Hepatitis C,Expatriate,85
2015,35-39,Viral Meningitis,Expatriate,4
2015,35-39,Whooping Cough,Expatriate,0
2015,40-44,Acute Encephalitis,Expatriate,0
2015,40-44,Acute Flaccid Paralysis,Expatriate,0
2015,40-44,Brucellosis,Expatriate,9
2015,40-44,Chickenpox,Expatriate,181
2015,40-44,Corona Virus,Expatriate,1
2015,40-44,Extra Pulmonary Tuberculosis,Expatriate,21
2015,40-44,Giardia Lambia,Expatriate,5
2015,40-44,Gonorrhoea,Expatriate,2
2015,40-44,Malaria,Expatriate,122
2015,40-44,Measles,Expatriate,1
2015,40-44,Mumps,Expatriate,12
2015,40-44,Other,Expatriate,75
2015,40-44,Other Food Poisoning,Expatriate,37
2015,40-44,Other STD,Expatriate,16
2015,40-44,Other Viral Hepatitis,Expatriate,Null
2015,40-44,Pulmonary Tuberculosis,Expatriate,32
2015,40-44,Rubella,Expatriate,5
2015,40-44,Scabies,Expatriate,100
2015,40-44,Scarlet  Fever,Expatriate,0
2015,40-44,Seasonal Influenza,Expatriate,93
2015,40-44,Syphilis,Expatriate,33
2015,40-44,Tetanus,Expatriate,Null
2015,40-44,Typhoid Fever,Expatriate,13
2015,40-44,Viral Hepatitis A,Expatriate,3
2015,40-44,Viral Hepatitis B,Expatriate,97
2015,40-44,Viral Hepatitis C,Expatriate,82
2015,40-44,Viral Meningitis,Expatriate,4
2015,40-44,Whooping Cough,Expatriate,1
2015,45-49,Acute Encephalitis,Expatriate,0
2015,45-49,Acute Flaccid Paralysis,Expatriate,0
2015,45-49,Brucellosis,Expatriate,3
2015,45-49,Chickenpox,Expatriate,78
2015,45-49,Corona Virus,Expatriate,2
2015,45-49,Extra Pulmonary Tuberculosis,Expatriate,8
2015,45-49,Giardia Lambia,Expatriate,3
2015,45-49,Gonorrhoea,Expatriate,3
2015,45-49,Malaria,Expatriate,100
2015,45-49,Measles,Expatriate,0
2015,45-49,Mumps,Expatriate,6
2015,45-49,Other,Expatriate,41
2015,45-49,Other Food Poisoning,Expatriate,30
2015,45-49,Other STD,Expatriate,6
2015,45-49,Other Viral Hepatitis,Expatriate,Null
2015,45-49,Pulmonary Tuberculosis,Expatriate,24
2015,45-49,Rubella,Expatriate,2
2015,45-49,Scabies,Expatriate,67
2015,45-49,Scarlet  Fever,Expatriate,0
2015,45-49,Seasonal Influenza,Expatriate,64
2015,45-49,Syphilis,Expatriate,20
2015,45-49,Tetanus,Expatriate,Null
2015,45-49,Typhoid Fever,Expatriate,8
2015,45-49,Viral Hepatitis A,Expatriate,2
2015,45-49,Viral Hepatitis B,Expatriate,68
2015,45-49,Viral Hepatitis C,Expatriate,51
2015,45-49,Viral Meningitis,Expatriate,2
2015,45-49,Whooping Cough,Expatriate,0
2015,50-54,Acute Encephalitis,Expatriate,0
2015,50-54,Acute Flaccid Paralysis,Expatriate,0
2015,50-54,Brucellosis,Expatriate,1
2015,50-54,Chickenpox,Expatriate,38
2015,50-54,Corona Virus,Expatriate,0
2015,50-54,Extra Pulmonary Tuberculosis,Expatriate,1
2015,50-54,Giardia Lambia,Expatriate,3
2015,50-54,Gonorrhoea,Expatriate,2
2015,50-54,Malaria,Expatriate,66
2015,50-54,Measles,Expatriate,1
2015,50-54,Mumps,Expatriate,1
2015,50-54,Other,Expatriate,27
2015,50-54,Other Food Poisoning,Expatriate,12
2015,50-54,Other STD,Expatriate,4
2015,50-54,Other Viral Hepatitis,Expatriate,Null
2015,50-54,Pulmonary Tuberculosis,Expatriate,13
2015,50-54,Rubella,Expatriate,0
2015,50-54,Scabies,Expatriate,37
2015,50-54,Scarlet  Fever,Expatriate,0
2015,50-54,Seasonal Influenza,Expatriate,44
2015,50-54,Syphilis,Expatriate,13
2015,50-54,Tetanus,Expatriate,Null
2015,50-54,Typhoid Fever,Expatriate,9
2015,50-54,Viral Hepatitis A,Expatriate,0
2015,50-54,Viral Hepatitis B,Expatriate,47
2015,50-54,Viral Hepatitis C,Expatriate,65
2015,50-54,Viral Meningitis,Expatriate,1
2015,50-54,Whooping Cough,Expatriate,0
2015,55-59,Acute Encephalitis,Expatriate,0
2015,55-59,Acute Flaccid Paralysis,Expatriate,0
2015,55-59,Brucellosis,Expatriate,0
2015,55-59,Chickenpox,Expatriate,18
2015,55-59,Corona Virus,Expatriate,1
2015,55-59,Extra Pulmonary Tuberculosis,Expatriate,4
2015,55-59,Giardia Lambia,Expatriate,2
2015,55-59,Gonorrhoea,Expatriate,0
2015,55-59,Malaria,Expatriate,53
2015,55-59,Measles,Expatriate,0
2015,55-59,Mumps,Expatriate,3
2015,55-59,Other,Expatriate,17
2015,55-59,Other Food Poisoning,Expatriate,6
