,Year,Activity_Type,Activity_Type_Chapter,Percentage_Value_per_Year
1989,2019,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.01
1990,2019,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01
1991,2019,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.01
1992,2019,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.02
1993,2019,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.0
1994,2019,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.43
1995,2019,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,4.32
1996,2019,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.32
1997,2019,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.08
1998,2019,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.0
1999,2019,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.0
2000,2019,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01
2001,2019,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.04
2002,2019,Service,Perdiem - Haemodialysis  (HD),1.51
2003,2019,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.76
2004,2019,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.06
2005,2019,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.01
2006,2019,Service,Perdiem - Companion Accommodation,0.0
2007,2019,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.06
2008,2019,Service,Per Diem- Bundled Base Payment of home care  (Level 4- Complex )                                                                                                                     *-A bundled payment that includes all medical services and transportation,0.0
2009,2019,Service,Per Diem-  Bundled Base Payment of home care  (Level 3- Intensive)                                                                                                                              * -A bundled payment that includes all medical services and tra,1.24
2010,2019,Service,Per Diem- Bundled Base Payment of home care  (Level 2- Intermediate )                                                                                                           * -A bundled payment that includes all medical services and transportation - Su,2.39
2011,2019,Service,Per Diem- Bundled Base Payment of home care (Level 1- SIMPLE )                                                                                                                    * -A bundled payment that includes all medical services and transportation -,0.55
2012,2019,Service,Paediatric intensive care Unit (PICU),0.0
2013,2019,Service,Outlier Payment,0.52
2014,2019,Service,Operating Room Services - Minor Surgery,0.0
2015,2019,Service,Operating Room Services - General Classification,0.0
2016,2019,Service,Operating Room Services - First Hour,0.0
2017,2019,Service,Operating Room Services - Every Additional 1/2 hr.,0.0
2018,2019,Service,Nursery - General Classification,0.0
2019,2019,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.0
2020,2019,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.0
2021,2019,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.02
2022,2019,Service,Neonatal Intensive Care Unit (NICU),0.0
2023,2019,Service,Intensive Care Unit (ICU),0.0
2024,2019,Service,Emergency Room - Hourly Rate,0.0
2025,2019,Service,"Educational services rendered by Clinician (Physician or Non-Physician) to patient opting out of the  Comprehensive Screening, new or established patient; 10-15 minutes.",0.0
2026,2019,Service,DRG Add-on Payment for High Cost Consumables,0.16
2027,2019,Service,Delivery Room,0.0
2028,2019,Service,Day Stay (Day care) Room - Daily Rate,0.0
2029,2019,Service,Coronary Care Unit (CCU),0.0
2030,2019,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.08
2031,2019,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.0
2032,2019,Service,Catheterization Lab,0.0
